
Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:06 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.067u      0.433s      0.028w      1 calls
| V: Grid                           :      0.017u      0.100s      0.007w      1 calls
| | build grid                      :      0.000u      0.050s      0.003w      1 calls
| | post-process grid               :      0.017u      0.050s      0.003w      1 calls
| SAP: Form V                       :      0.050u      0.300s      0.019w      1 calls
| | Properties                      :      0.017u      0.117s      0.009w    223 calls
| | Functional                      :      0.000u      0.017s      0.001w    223 calls
| | V_xc                            :      0.000u      0.083s      0.008w    223 calls
HF: Form G                          :      0.350u      1.583s      0.142w      7 calls
| UV: Form V                        :      0.333u      1.533s      0.138w      7 calls
| | Properties                      :      0.150u      0.383s      0.037w   1561 calls
| | Functional                      :      0.117u      0.450s      0.048w   1561 calls
| | V_xc                            :      0.067u      0.517s      0.045w   1561 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.017s      0.001w      7 calls
| | DFH: compute_JK()               :      0.000u      0.017s      0.001w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.017s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.001w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.283u      1.800s      0.121w      7 calls
HF: Form C                          :      0.000u      0.033s      0.001w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:19 2025
Timers Off: Sat Jan 25 21:32:19 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:20 2025
Timers Off: Sat Jan 25 21:32:20 2025

Wall Time:        0.78 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.000u      0.033s      0.005w      2 calls
build grid                          :      0.000u      0.017s      0.002w      2 calls
post-process grid                   :      0.000u      0.017s      0.003w      2 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.000s      0.005w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.001w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.183s      0.012w      1 calls
SAP: Form V                         :      0.017u      0.133s      0.009w      1 calls
Properties                          :      0.550u      0.683s      0.069w   2230 calls
Functional                          :      0.700u      0.917s      0.088w   2230 calls
V_xc                                :      0.633u      0.850s      0.080w   2230 calls
HF: Form G                          :      1.933u      2.517s      0.246w      9 calls
UV: Form V                          :      1.917u      2.450s      0.242w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.017s      0.000w      9 calls
JK: JK                              :      0.017u      0.033s      0.002w      9 calls
DFH: compute_JK()                   :      0.017u      0.033s      0.002w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.017u      0.017s      0.001w      9 calls
DFH: compute_K                      :      0.000u      0.017s      0.002w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.667u      1.283s      0.113w      9 calls
HF: Form C                          :      0.017u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.002w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.033u      0.000s      0.005w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.001w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.183s      0.012w      1 calls
| V: Grid                           :      0.000u      0.033s      0.003w      1 calls
| | build grid                      :      0.000u      0.017s      0.001w      1 calls
| | post-process grid               :      0.000u      0.017s      0.001w      1 calls
| SAP: Form V                       :      0.017u      0.133s      0.009w      1 calls
| | Properties                      :      0.017u      0.050s      0.004w    223 calls
| | Functional                      :      0.000u      0.000s      0.001w    223 calls
| | V_xc                            :      0.000u      0.033s      0.003w    223 calls
HF: Form G                          :      1.933u      2.517s      0.246w      9 calls
| UV: Form V                        :      1.917u      2.450s      0.242w      9 calls
| | Properties                      :      0.533u      0.633s      0.066w   2007 calls
| | Functional                      :      0.700u      0.917s      0.087w   2007 calls
| | V_xc                            :      0.633u      0.817s      0.077w   2007 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.017s      0.000w      9 calls
| JK: JK                            :      0.017u      0.033s      0.002w      9 calls
| | DFH: compute_JK()               :      0.017u      0.033s      0.002w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.017u      0.017s      0.001w      9 calls
| | | DFH: compute_K                :      0.000u      0.017s      0.002w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.667u      1.283s      0.113w      9 calls
HF: Form C                          :      0.017u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:20 2025
Timers Off: Sat Jan 25 21:32:21 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:21 2025
Timers Off: Sat Jan 25 21:32:21 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:21 2025
Timers Off: Sat Jan 25 21:32:22 2025

Wall Time:        0.73 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.050s      0.006w      2 calls
build grid                          :      0.000u      0.033s      0.003w      2 calls
post-process grid                   :      0.017u      0.017s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.000s      0.007w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.267s      0.017w      1 calls
SAP: Form V                         :      0.033u      0.200s      0.013w      1 calls
Properties                          :      0.133u      0.517s      0.055w   2210 calls
Functional                          :      0.217u      0.617s      0.060w   2210 calls
V_xc                                :      0.133u      0.500s      0.060w   2210 calls
HF: Form G                          :      0.467u      1.583s      0.175w      9 calls
UV: Form V                          :      0.467u      1.550s      0.172w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.000u      0.033s      0.001w      9 calls
DFH: compute_JK()                   :      0.000u      0.033s      0.001w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.017s      0.000w      9 calls
DFH: compute_K                      :      0.000u      0.017s      0.001w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.700u      1.433s      0.129w      9 calls
HF: Form C                          :      0.000u      0.050s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.033u      0.000s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.267s      0.017w      1 calls
| V: Grid                           :      0.000u      0.050s      0.003w      1 calls
| | build grid                      :      0.000u      0.033s      0.001w      1 calls
| | post-process grid               :      0.000u      0.017s      0.002w      1 calls
| SAP: Form V                       :      0.033u      0.200s      0.013w      1 calls
| | Properties                      :      0.017u      0.150s      0.006w    221 calls
| | Functional                      :      0.000u      0.000s      0.001w    221 calls
| | V_xc                            :      0.017u      0.033s      0.004w    221 calls
HF: Form G                          :      0.467u      1.583s      0.175w      9 calls
| UV: Form V                        :      0.467u      1.550s      0.172w      9 calls
| | Properties                      :      0.117u      0.367s      0.048w   1989 calls
| | Functional                      :      0.217u      0.617s      0.059w   1989 calls
| | V_xc                            :      0.117u      0.467s      0.056w   1989 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.000u      0.033s      0.001w      9 calls
| | DFH: compute_JK()               :      0.000u      0.033s      0.001w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.017s      0.000w      9 calls
| | | DFH: compute_K                :      0.000u      0.017s      0.001w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.700u      1.433s      0.129w      9 calls
HF: Form C                          :      0.000u      0.050s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:22 2025
Timers Off: Sat Jan 25 21:32:22 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:22 2025
Timers Off: Sat Jan 25 21:32:23 2025

Wall Time:        0.79 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.000u      0.033s      0.005w      2 calls
build grid                          :      0.000u      0.017s      0.002w      2 calls
post-process grid                   :      0.000u      0.017s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.067u      0.000s      0.007w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.033u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.250s      0.016w      1 calls
SAP: Form V                         :      0.033u      0.200s      0.013w      1 calls
Properties                          :      0.583u      0.683s      0.068w   2210 calls
Functional                          :      1.083u      0.467s      0.081w   2210 calls
V_xc                                :      0.850u      0.467s      0.078w   2210 calls
HF: Form G                          :      2.600u      1.617s      0.235w      9 calls
UV: Form V                          :      2.517u      1.583s      0.228w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.067u      0.017s      0.006w      9 calls
DFH: compute_JK()                   :      0.067u      0.017s      0.006w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.017s      0.001w      9 calls
DFH: compute_K                      :      0.067u      0.000s      0.005w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.717u      1.400s      0.125w      9 calls
HF: Form C                          :      0.000u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.067u      0.000s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.033u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.250s      0.016w      1 calls
| V: Grid                           :      0.000u      0.033s      0.003w      1 calls
| | build grid                      :      0.000u      0.017s      0.001w      1 calls
| | post-process grid               :      0.000u      0.017s      0.001w      1 calls
| SAP: Form V                       :      0.033u      0.200s      0.013w      1 calls
| | Properties                      :      0.017u      0.117s      0.005w    221 calls
| | Functional                      :      0.000u      0.000s      0.002w    221 calls
| | V_xc                            :      0.017u      0.017s      0.004w    221 calls
HF: Form G                          :      2.600u      1.617s      0.235w      9 calls
| UV: Form V                        :      2.517u      1.583s      0.228w      9 calls
| | Properties                      :      0.567u      0.567s      0.063w   1989 calls
| | Functional                      :      1.083u      0.467s      0.080w   1989 calls
| | V_xc                            :      0.833u      0.450s      0.074w   1989 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.067u      0.017s      0.006w      9 calls
| | DFH: compute_JK()               :      0.067u      0.017s      0.006w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.017s      0.001w      9 calls
| | | DFH: compute_K                :      0.067u      0.000s      0.005w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.717u      1.400s      0.125w      9 calls
HF: Form C                          :      0.000u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:23 2025
Timers Off: Sat Jan 25 21:32:24 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:24 2025
Timers Off: Sat Jan 25 21:32:24 2025

Wall Time:        0.83 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.100s      0.010w      2 calls
build grid                          :      0.017u      0.050s      0.005w      2 calls
post-process grid                   :      0.017u      0.050s      0.005w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.033s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.250s      0.016w      1 calls
SAP: Form V                         :      0.017u      0.117s      0.007w      1 calls
Properties                          :      0.700u      0.667s      0.072w   2431 calls
Functional                          :      0.750u      0.883s      0.091w   2431 calls
V_xc                                :      0.583u      1.117s      0.088w   2431 calls
HF: Form G                          :      2.167u      2.717s      0.267w     10 calls
UV: Form V                          :      2.067u      2.683s      0.258w     10 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      0.100u      0.017s      0.007w     10 calls
DFH: compute_JK()                   :      0.100u      0.017s      0.007w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.000u      0.000s      0.001w     10 calls
DFH: compute_K                      :      0.100u      0.017s      0.006w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.600u      1.533s      0.125w     10 calls
HF: Form C                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.002w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.017u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.033s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.250s      0.016w      1 calls
| V: Grid                           :      0.017u      0.100s      0.007w      1 calls
| | build grid                      :      0.017u      0.050s      0.003w      1 calls
| | post-process grid               :      0.000u      0.050s      0.004w      1 calls
| SAP: Form V                       :      0.017u      0.117s      0.007w      1 calls
| | Properties                      :      0.000u      0.033s      0.003w    221 calls
| | Functional                      :      0.000u      0.000s      0.001w    221 calls
| | V_xc                            :      0.000u      0.083s      0.002w    221 calls
HF: Form G                          :      2.167u      2.717s      0.267w     10 calls
| UV: Form V                        :      2.067u      2.683s      0.258w     10 calls
| | Properties                      :      0.700u      0.633s      0.069w   2210 calls
| | Functional                      :      0.750u      0.883s      0.090w   2210 calls
| | V_xc                            :      0.583u      1.033s      0.086w   2210 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      0.100u      0.017s      0.007w     10 calls
| | DFH: compute_JK()               :      0.100u      0.017s      0.007w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.001w     10 calls
| | | DFH: compute_K                :      0.100u      0.017s      0.006w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.600u      1.533s      0.125w     10 calls
HF: Form C                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:25 2025
Timers Off: Sat Jan 25 21:32:25 2025

Wall Time:        0.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.050s      0.005w      2 calls
build grid                          :      0.017u      0.017s      0.002w      2 calls
post-process grid                   :      0.017u      0.033s      0.003w      2 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.050u      0.300s      0.019w      1 calls
SAP: Form V                         :      0.033u      0.250s      0.016w      1 calls
Properties                          :      0.100u      0.667s      0.058w   2150 calls
Functional                          :      0.183u      0.533s      0.064w   2150 calls
V_xc                                :      0.217u      0.683s      0.064w   2150 calls
HF: Form G                          :      0.500u      1.800s      0.185w      9 calls
UV: Form V                          :      0.483u      1.733s      0.181w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.000u      0.017s      0.002w      9 calls
DFH: compute_JK()                   :      0.000u      0.017s      0.002w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.000u      0.017s      0.001w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.250u      1.633s      0.115w      9 calls
HF: Form C                          :      0.017u      0.033s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.002w      1 calls
| build grid                        :      0.017u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.050u      0.300s      0.019w      1 calls
| V: Grid                           :      0.017u      0.050s      0.003w      1 calls
| | build grid                      :      0.000u      0.017s      0.001w      1 calls
| | post-process grid               :      0.017u      0.033s      0.001w      1 calls
| SAP: Form V                       :      0.033u      0.250s      0.016w      1 calls
| | Properties                      :      0.017u      0.150s      0.008w    215 calls
| | Functional                      :      0.000u      0.017s      0.001w    215 calls
| | V_xc                            :      0.017u      0.050s      0.004w    215 calls
HF: Form G                          :      0.500u      1.800s      0.185w      9 calls
| UV: Form V                        :      0.483u      1.733s      0.181w      9 calls
| | Properties                      :      0.083u      0.517s      0.050w   1935 calls
| | Functional                      :      0.183u      0.517s      0.063w   1935 calls
| | V_xc                            :      0.200u      0.633s      0.060w   1935 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.000u      0.017s      0.002w      9 calls
| | DFH: compute_JK()               :      0.000u      0.017s      0.002w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.000u      0.017s      0.001w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.250u      1.633s      0.115w      9 calls
HF: Form C                          :      0.017u      0.033s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:25 2025
Timers Off: Sat Jan 25 21:32:26 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:26 2025
Timers Off: Sat Jan 25 21:32:26 2025

Wall Time:        0.78 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.050s      0.005w      2 calls
build grid                          :      0.000u      0.017s      0.002w      2 calls
post-process grid                   :      0.017u      0.033s      0.003w      2 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.167s      0.010w      1 calls
SAP: Form V                         :      0.017u      0.117s      0.007w      1 calls
Properties                          :      0.667u      0.267s      0.059w   2150 calls
Functional                          :      1.000u      0.483s      0.074w   2150 calls
V_xc                                :      0.850u      0.367s      0.076w   2150 calls
HF: Form G                          :      2.750u      1.150s      0.229w      9 calls
UV: Form V                          :      2.567u      1.117s      0.213w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.183u      0.000s      0.014w      9 calls
DFH: compute_JK()                   :      0.183u      0.000s      0.014w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.017u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.167u      0.000s      0.013w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      1.167u      1.200s      0.137w      9 calls
HF: Form C                          :      0.017u      0.000s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.002w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.033u      0.017s      0.007w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
